Symbol,Name,Index,Description,Category,Provider,Expense_Ratio,Dividend,Div_Yield,Market_Cap,Shares,Avg_Vol,Beta,Asset,Size,Style,Region,Sector,Leveraged,Inverse,Top_Holdings,Chart
INDL,Daily India Bull 2x Shares,Indus India Index (200%),"The Index is designed to replicate the Indian equity markets as a whole, through a group of 50 Indian stocks selected from a universe of the largest companies listed on two major Indian exchanges. The India Index has 50 constituents, spread among the following sectors: Information Technology, Health Services, Financial Services, Heavy Industry, Consumer Products and Other.",Leveraged Equities,Direxion,0.9500%,$0,0%,$6.13,0,"3,474",0,Equity,Large-Cap,,India,,2x,,
INDY,S&P India Nifty Fifty Index Fund,S&P CNX Nifty Index,The index measures the performance of 50 large cap Indian stocks.,Emerging Markets Equities,iShares,0.8900%,$0,0%,$70.25,3,"56,977",0,Equity,Large-Cap,Blend,India,,,,
INDZ,Daily India Bear 2x Shares,Indus India Index (-200%),"The Index is designed to replicate the Indian equity markets as a whole, through a group of 50 Indian stocks selected from a universe of the largest companies listed on two major Indian exchanges. The India Index has 50 constituents, spread among the following sectors: Information Technology, Health Services, Financial Services, Heavy Industry, Consumer Products and Other.",Leveraged Equities,Direxion,0.9500%,$0,0%,$3.51,0,"2,160",0,Equity,Large-Cap,,India,,2x,Yes,
INP,iPath MSCI India Index ETN,MSCI India Total Return Index,The Index seeks to represent approximately 85% of the free-float-adjusted market capitalization of equity securities by industry group within India.,Emerging Markets Equities,Barclays iPath,0.7500%,$0,0%,$971.29,15,"452,935",1,Equity,,,India,,,,
INR,Market Vectors-Indian Rupee/USD ETN,S&P Indian Rupee Total Return Index,Tracks the exchange rate of the U.S. Dollar against the Indian Rupee.,Currency,Van Eck,0.5500%,$0,0%,$2.83,0,"2,126",0,Currency,,,,,,,
INY,SPDR Lehman New York Municipal Bond ETF,Barclays Capital Managed Money Municipal New York Index,"The Barclays Capital Managed Money Municipal New York Index is a rules-based, market-value weighted index comprised of publicly traded New York municipal bonds that cover the U.S. dollar denominated tax exempt bond market, including state and local general obligation bonds, revenue bonds, insured bonds, and pre-refunded bonds.",New York Munis,State Street,0.200%,$0.07,3.6800%,$25.02,1,"4,419",0,Bond,,,,,,,
IOO,iShares S&P Global 100 Index Fund,S&P Global 100 Index,The Index is designed to measure the performance of 100 large transitional companies that are of major importance in the global markets.,Global Equities,iShares,0.400%,$0.86,2.5200%,$734.64,14,"145,102",1,Equity,Large-Cap,Blend,Global/Multi-Region,,,,
IPD,SPDR S&P International Consumer Discretionary Sector ETF,S&P Developed Ex-U.S. BMI Consumer Discretionary Sector Index,The S&P  Developed Ex-U.S. BMI Consumer Discretionary Sector Index represents the non-U.S. consumer discretionary sub-industry of developed countries included in the S&P Broad Market Index. The Global BMI Index captures the full universe of institutionally investable stocks in developed and emerging markets with float-adjusted market capitalizations of at least $100 million.,Consumer Discretionary Equities,State Street,0.500%,$0.22,3.7500%,$8.21,0,"4,753",1,Equity,,,Global/Multi-Region,Retail & Consumer,,,
IPE,SPDR Barclays Capital TIPS ETF,Barclays Capital U.S. Government Inflation-Linked Bond Index,"The Barclays U.S. Government Inflation-linked Bond Index includes publicly issued, U.S. Treasury inflation protected securities that have at least 1 year remaining to maturity on index rebalancing date, with an issue size equal to or in excess of $500 million.",Inflation-Protected Bonds,State Street,0.1800%,$0.14,5.7800%,$386.35,7,"56,840",0,Bond,,,,,,,
IPF,SPDR S&P International Financial Sector ETF,S&P Developed Ex-U.S. BMI Financials Sector Index,The S&P  Developed Ex-U.S. BMI Financials Sector Index represents the non-U.S. financial sub-industry of developed countries included in the S&P Broad Market Index. The Global BMI Index captures the full universe of institutionally investable stocks in developed and emerging markets with float-adjusted market capitalizations of at least $100 million.,Financials Equities,State Street,0.500%,$0.27,4.7200%,$10.13,1,"8,110",1,Equity,,,Global/Multi-Region,Financial,,,
IPK,SPDR S&P International Technology Sector ETF,S&P Developed Ex-U.S. BMI Information Technology Sector Index,The S&P Developed Ex-U.S. BMI Information Technology Sector Index represents the non-U.S. technology sub-industry of developed countries included in the S&P Broad Market Index. The Global BMI Index captures the full universe of institutionally investable stocks in developed and emerging markets with float-adjusted market capitalizations of at least $100 million.,Technology Equities,State Street,0.500%,$0.15,2.8900%,$20.23,1,"6,088",1,Equity,,,Global/Multi-Region,Technology,,,
IPN,SPDR S&P International Industrial Sector ETF,S&P Developed Ex-U.S. BMI Industrial Sector Index,The S&P Developed Ex-U.S. BMI Industrial Sector Index represents the non-U.S. industrial sub-industry of developed countries included in the S&P Broad Market Index. The Global BMI Index captures the full universe of institutionally investable stocks in developed and emerging markets with float-adjusted market capitalizations of at least $100 million.,Industrials Equities,State Street,0.500%,$0.2,4.3300%,$9.34,0,"4,267",1,Equity,,,Global/Multi-Region,Industrial,,,
IPS,SPDR S&P International Consumer Staples Sector ETF,S&P Developed Ex-U.S. BMI Consumer Staples Sector Index,The S&P  Developed Ex-U.S. BMI Consumer Staples Sector Index represents the non-U.S. consumer staples sub-industry of developed countries included in the S&P Broad Market Index. The Global BMI Index captures the full universe of institutionally investable stocks in developed and emerging markets with float-adjusted market capitalizations of at least $100 million.,Consumer Staples Equities,State Street,0.500%,$0.3,4.5900%,$8.17,0,"4,183",1,Equity,,,Global/Multi-Region,Retail & Consumer,,,
IPU,SPDR S&P International Utilities Sector ETF,S&P Developed Ex-U.S. BMI Utilities Sector Index,The S&P Developed Ex-U.S. BMI Utilities Sector Index represents the non-U.S. utilities sub-industry of developed countries included in the S&P Broad Market Index. The Global BMI Index captures the full universe of institutionally investable stocks in developed and emerging markets with float-adjusted market capitalizations of at least $100 million.,Utilities Equities,State Street,0.500%,$0.44,12.7800%,$8.83,0,"4,254",1,Equity,,,Global/Multi-Region,Utilities,,,
IPW,SPDR S&P International Energy Sector ETF,S&P Developed Ex-U.S. BMI Energy Sector Index,The S&P  Developed Ex-U.S. BMI Energy Sector Index represents the non-U.S. energy sub-industry of developed countries included in the S&P Broad Market Index. The Global BMI Index captures the full universe of institutionally investable stocks in developed and emerging markets with float-adjusted market capitalizations of at least $100 million.,Energy Equities,State Street,0.500%,$0.2,5.1300%,$10.12,0,"4,848",1,Equity,,,Global/Multi-Region,Energy,,,
IRO,Claymore/Zacks Dividend Rotation ETF,Zacks Dividend Rotation Index,The Index seeks to maximize dividend income that qualifies for taxation at the lowest current tax rates,All Cap Equities,Claymore,0.600%,$0.2,2.4300%,$8.46,0,"7,036",1,Equity,Multi-Cap,Value,U.S.,,,,
IRV,SPDR S&P International Materials Sector ETF,S&P Developed Ex-U.S. BMI Materials Sector Index,The S&P Developed Ex-U.S. BMI Materials Sector Index represents the non-U.S. materials sub-industry of developed countries included in the S&P Developed Broad Market Index. The BMI Global Index captures the full universe of institutionally investable stocks in developed and emerging markets with float-adjusted market capitalizations of at least $100 million.,Materials,State Street,0.500%,$0.14,2.7200%,$13.71,1,"11,223",1,Equity,,,Global/Multi-Region,Industrial,,,
IRY,SPDR S&P International Health Care Sector ETF,S&P Developed Ex-U.S. BMI Health Care Sector Index,The S&P Developed Ex-U.S. BMI Health Care Sector Index represents the non-U.S. health care sub-industry of developed countries included in the S&P Broad Market Index. The Global BMI Index captures the full universe of institutionally investable stocks in developed and emerging markets with float-adjusted market capitalizations of at least $100 million.,Health & Biotech Equities,State Street,0.500%,$0.27,3.2500%,$6.85,0,"2,365",1,Equity,,,Global/Multi-Region,Health & Biotech,,,
ISHG,iShares S&P/Citi 1-3 Yr Intl Treasury Bd,S&P/Citigroup International Treasury Bond Index Ex-US 1-3 Year,The Index is designed to measure the performance of treasury bonds issued in local currencies by developed market countries outside the U.S. with a remaining maturity between one and three years.,International Government Bonds,iShares,0.3500%,$0.13,0.9600%,$107.6,1,"10,123",0,Bond,,,,,,,
ISI,iShares S&P 1500 Index Fund,S&P Composite 1500 Index,"The index is comprised of the S&P 500, MidCap 400, and SmallCap 600, which together represent approximately 90% of the U.S. equity market.",All Cap Equities,iShares,0.200%,$0.2,1.8300%,$285.66,6,"34,250",1,Equity,Multi-Cap,Blend,U.S.,,,,
IST,SPDR S&P International Telecommunications Sector ETF,S&P Developed Ex-U.S. BMI Telecommunication Services Sector Index,The index tracks the non-U.S. telecommunications sub-industry of developed countries included in the S&P Broad Market Index. The Global BMI Index captures the full universe of institutionally investable stocks in developed and emerging markets with float-adjusted market capitalizations of at least $100 million,Communications Equities,State Street,0.500%,$0.68,10.9400%,$12.94,1,"6,932",1,Equity,,,Global/Multi-Region,Communications,,,
ITA,iShares Dow Jones U.S. Aerospace & Defense Index Fund,Dow Jones U.S. Select Aerospace & Defense Index,The index measures the performance of the aerospace and defense sector of the U.S. equity market.,Industrials Equities,iShares,0.4800%,$0.13,1.1400%,$198.08,4,"168,875",1,Equity,,,U.S.,Aerospace & Defense,,,
ITB,iShares Dow Jones U.S. Home Construction Index Fund,Dow Jones U.S. Select Home Construction Index,The index measures the performance of the home construction sector of the U.S. equity market.,Miscellaneous Sector Equities,iShares,0.4800%,$0.02,1.0900%,$254.46,22,"776,015",2,Equity,,,U.S.,Building & Construction,,,
ITE,SPDR Lehman Intermediate Term Treasury ETF,Barclays Capital U.S. Intermediate Treasury Index,"The Barclays Capital Intermediate U.S. Treasury Index includes all publicly issued, U.S. Treasury securities that have a remaining maturity of greater than or equal to 1 year and less than 10 years, are rated investment grade, and have $250 million or more of outstanding face value.",Government Bonds,State Street,0.1300%,$0.1,2.0200%,$241.86,4,"28,081",0,Bond,,,,,,,
ITF,iShares S&P/TOPIX 150 Index Fund,S&P/Tokyo Stock Price Index (TOPIX) 150 Index,The index measures the performance of 150 highly liquid securities selected from each major sector of the Tokyo market.,Japan Equities,iShares,0.500%,$0.26,4.7400%,$112,3,"22,724",1,Equity,,,Japan,,,,
ITM,Market Vectors-Intermediate Municipal Index ETF,Barclays Capital AMT-Free Intermediate Continuous Municipal Index,The Index provides broad exposure to investment-grade municipal bonds with a nominal maturity of 6-17 years.,National Munis,Van Eck,0.200%,$0.06,3.700%,$169.36,8,"60,549",0,Bond,,,,,,,
ITR,SPDR Barclays Capital Intermediate Term Credit Bond ETF,Barclays Capital U.S. Intermediate Credit Bond Index,The index measures the performance of investment grade corporate debt and agency bonds that are dollar denominated and have a remaining maturity of greater than one year and less than ten years.,Corporate Bonds,State Street,0.1500%,$0.1,0.1800%,$110.98,3,"25,265",0,Bond,,,,,,,
IVE,iShares S&P 500 Value Index Fund,S&P 500/Citigroup Value Index,The index measures the performance of the large capitalization value sector of the U.S. equity market.,Large Cap Value Equities,iShares,0.1900%,$0.27,2.2500%,"$3,757.86",72,"576,916",1,Equity,,Value,U.S.,,,,
IVV,iShares S&P 500 Index Fund,S&P 500 Index,The index measures the performance of the large capitalization sector of the U.S. equity market.,Large Cap Blend Equities,iShares,0.0900%,$0.5,1.7700%,"$21,142.11",195,"4,670,980",1,Equity,Large-Cap,Blend,U.S.,,,,
IVW,iShares S&P 500 Growth Index Fund,S&P 500/Citigroup Growth Index,The index measures the performance of the large capitalization growth sector of the U.S. equity market.,Large Cap Growth Equities,iShares,0.1800%,$0.21,1.4200%,"$4,810.29",87,"937,779",1,Equity,Large-Cap,Growth,U.S.,,,,
IWB,iShares Russell 1000,Russell 1000 Index,The index is capitalization-weighted and consists of the 1000 largest companies domiciled in the U.S. and its territories.,Large Cap Blend Equities,iShares,0.1500%,$0.3,2.2700%,"$4,932.55",83,"1,983,400",1,Equity,Large-Cap,Blend,U.S.,,,,
IWC,iShares Russell Microcap Index Fund,Russell Microcap Index,The index measures the performance of the microcap sector of the U.S. equity market.,Small Cap Blend Equities,iShares,0.6800%,$0.1,0.7200%,$443.67,11,"252,945",1,Equity,Small-Cap,Blend,U.S.,,,,
IWD,iShares Russell 1000 Value,Russell 1000 Value Index,The index measures the performance of the large capitalization value sector of the U.S. equity market.,Large Cap Value Equities,iShares,0.2200%,$0.32,2.8400%,"$8,754.12",155,"2,295,640",1,Equity,Large-Cap,Value,U.S.,,,,
IWF,iShares Russell 1000 Growth,Russell 1000 Growth Index,The index measures the performance of the large capitalization growth sector of the U.S. equity market.,Large Cap Growth Equities,iShares,0.200%,$0.2,1.300%,"$10,383.66",218,"3,258,610",1,Equity,Large-Cap,Growth,U.S.,,,,
IWL,iShares Russell Top 200 Index Fund,Russell Top 200 Index,The index measures the performance of the largest capitalization sector of the U.S. equity market.,Large Cap Blend Equities,iShares,0.1500%,$0.12,0%,$7.43,0,"2,533",0,Equity,Large-Cap,Blend,U.S.,,,,
IWM,iShares Russell 2000,Russell 2000 Index,"The Russell 2000 Index measures the performance of the small-cap segment of the U.S. equity universe and is comprised of the smallest 2000 companies in the Russell 3000 Index, representing approximately 10% of the total market capitalization of that Index. It includes approximately 2000 of the smallest securities based on a combination of their market cap and current index membership.",Small Cap Blend Equities,iShares,0.2400%,$0.2,0.8900%,"$13,015.99",207,"75,008,500",1,Equity,Small-Cap,Blend,U.S.,,,,
IWN,iShares Russell 2000 Value,Russell 2000 Value Index,The index measures the performance of the small capitalization value sector of the U.S. equity market.,Small Cap Value Equities,iShares,0.3300%,$0.3,1.5100%,"$3,953.01",67,"2,466,300",1,Equity,Small-Cap,Value,U.S.,,,,
IWO,iShares Russell 2000 Growth,Russell 2000 Growth Index,The index measures the performance of the small capitalization growth sector of the U.S. equity market.,Small Cap Growth Equities,iShares,0.2500%,$0.1,0.2900%,"$3,211.88",47,"2,515,100",1,Equity,Small-Cap,Growth,U.S.,,,,
IWP,iShares Russell Midcap Growth Index,Russell Midcap Growth Index,The index measures the performance of the mid capitalization growth sector of the U.S. equity market.,Mid Cap Growth Equities,iShares,0.2500%,$0.11,0.7600%,"$2,969.81",65,"899,104",1,Equity,Mid-Cap,Growth,U.S.,,,,
IWR,iShares Russell Midcap Index Fund,Russell Midcap Index,The index measures the performance of the mid capitalization sector of the U.S. equity market.,Mid Cap Blend Equities,iShares,0.2300%,$0.32,1.3100%,"$5,165.78",62,"959,127",1,Equity,Mid-Cap,Blend,U.S.,,,,
IWS,iShares Russell Midcap Value Index,Russell Midcap Value Index,The index measures the performance of the mid capitalization value sector of the U.S. equity market.,Mid Cap Value Equities,iShares,0.3100%,$0.18,1.9300%,"$2,673.01",70,"1,916,610",1,Equity,Mid-Cap,Value,U.S.,,,,
IWV,iShares Russell 3000,Russell 3000 Index,The index is capitalization-weighted and consists of the 3000 largest companies domiciled in the U.S. and its territories.,All Cap Equities,iShares,0.2100%,$0.3,2.00%,"$2,787.65",44,"605,430",1,Equity,Multi-Cap,Blend,U.S.,,,,
IWW,iShares Russell 3000 Value,Russell 3000 Value Index,The index measures the performance of the value sector of the broad U.S. equity market.,All Cap Equities,iShares,0.2700%,$0.44,2.8100%,$310.46,4,"54,012",1,Equity,Multi-Cap,Value,U.S.,,,,
IWX,iShares Russell Top 200 Value Index Fund,Russell Top 200 Value Index,The index measures the performance of the largest capitalization value sector of the U.S. equity market.,Large Cap Value Equities,iShares,0.200%,$0.14,0%,$157.63,6,"46,947",0,Equity,Large-Cap,Value,U.S.,,,,
IWY,iShares Russell Top 200 Growth Index Fund,Russell Top 200 Growth Index,The index measures the performance of the largest capitalization growth sector of the U.S. equity market.,Large Cap Growth Equities,iShares,0.200%,$0.11,0%,$160.78,6,"46,733",0,Equity,Large-Cap,Growth,U.S.,,,Yes,
IWZ,iShares Russell 3000 Growth,Russell 3000 Growth Index,The index measures the performance of the growth sector of the broad U.S. equity market.,All Cap Equities,iShares,0.2500%,$0.15,1.2800%,$276.4,7,"43,650",1,Equity,Multi-Cap,Growth,U.S.,,,,
IXC,iShares S&P Global Energy Index Fund,S&P Global Energy Sector Index,The index measures the performance of the energy sector of global equity markets.,Energy Equities,iShares,0.4800%,$0.37,7.7100%,$960.63,31,"172,168",1,Equity,,,Global/Multi-Region,Energy,,,
IXG,iShares S&P Global Financial Index Fund,S&P Global Financials Sector Index,"The index includes major banks, diversified financial companies, insurance companies, real estate companies, savings and loan associations, and securities brokers.",Financials Equities,iShares,0.4900%,$0.57,6.4100%,$255.91,6,"78,650",1,Equity,,,Global/Multi-Region,Financial,,,
IXJ,iShares S&P Global Healthcare Index Fund,S&P Global Healthcare Sector Index,"The index includes healthcare providers, biotechnology companies, and manufacturers of advanced medical devices and pharmaceuticals.",Health & Biotech Equities,iShares,0.4800%,$0.74,2.9100%,$484.11,10,"81,427",1,Equity,,,Global/Multi-Region,Health & Biotech,,,
IXN,iShares S&P Global Technology Index Fund,S&P Global Information Technology Sector Index,The index measures the performance of the technology sector of the global equity market.,Technology Equities,iShares,0.4800%,$0.19,0.8100%,$495.65,9,"73,688",1,Equity,,,Global/Multi-Region,Technology,,,
IXP,iShares S&P Global Telecommunications Index Fund,S&P Global Telecommunications Sector Index,"The Index measures the performance of the global telecommunications market, including diversified communications carriers and wireless communications companies.",Communications Equities,iShares,0.4800%,$1.47,5.6500%,$278.13,6,"55,162",1,Equity,,,Global/Multi-Region,Communications,,,
IYC,iShares Dow Jones U.S. Consumer Index Fund,Dow Jones U.S. Consumer Services Index,The index measures the performance of the consumer services sector of the U.S. equity market.,Miscellaneous Sector Equities,iShares,0.4800%,$0.13,0.9100%,$203.63,4,"100,391",1,Equity,,,U.S.,Retail & Consumer,,,
IYE,iShares Dow Jones U.S. Energy Sector Fund,Dow Jones U.S. Oil & Gas Index,The index measures the performance of the energy sector of the U.S. equity market.,Energy Equities,iShares,0.4800%,$0.13,1.5500%,$623.15,21,"295,197",1,Equity,,,U.S.,Energy,,,
IYF,iShares Dow Jones U.S. Financial Sector Index Fund,Dow Jones U.S. Financials Index,The index measures the performance of the financial sector of the U.S. equity market.,Financials Equities,iShares,0.4800%,$0.09,1.3900%,$482.3,9,"2,260,450",2,Equity,,,U.S.,Financial,,,
IYG,iShares Dow Jones U.S. Financial Services Index Fund,Dow Jones U.S. Financial Services Index,The index measures the performance of the financial services industry segment of the U.S. equity market including real estate and general finance.,Financials Equities,iShares,0.4800%,$0.07,1.6500%,$253.15,5,"425,822",2,Equity,,,U.S.,Financial,,,
IYH,iShares Dow Jones U.S. Health Care Index Fund,Dow Jones U.S. Health Care Index,The index measures the performance of the healthcare sector of the U.S. equity market.,Health & Biotech Equities,iShares,0.4800%,$0.28,1.5400%,$634.09,11,"96,735",1,Equity,,,U.S.,Health & Biotech,,,
IYJ,iShares Dow Jones U.S. Industrial Sector Index Fund,Dow Jones U.S. Industrials Index,The index measures the performance of the industrial sector of the U.S. equity market.,Industrials Equities,iShares,0.4800%,$0.19,1.5600%,$320.16,6,"138,016",1,Equity,,,U.S.,Industrial,,,
IYK,iShares Dow Jones U.S. Consumer Goods Index Fund,Dow Jones U.S. Consumer Goods Index,The index measures the performance of the consumer goods sector of the U.S. equity market.,Consumer Staples Equities,iShares,0.4800%,$0.36,2.3400%,$284.73,5,"60,681",1,Equity,,,U.S.,Retail & Consumer,,,
IYM,iShares Dow Jones U.S. Basic Materials Index,Dow Jones U.S. Basic Materials Index,The index measures the performance of the basic materials sector of the U.S. equity market.,Materials,iShares,0.4800%,$0.22,1.0600%,$620.89,11,"1,873,740",1,Equity,,,U.S.,Materials,,,
IYR,iShares Dow Jones U.S. Real Estate Index Fund,Dow Jones U.S. Real Estate Index,The index measures the performance of the real estate industry of the U.S. equity market.,Real Estate,iShares,0.4800%,$0.43,6.1700%,"$2,513.65",52,"18,481,600",1,Real Estate,,,,,,,
IYT,iShares Dow Jones Transportation Average Index Fund,Dow Jones Transportation Average Index,The index measures the performance of the transportation sector of the U.S. equity market.,Transportation Equities,iShares,0.4800%,$0.31,1.6800%,$529.88,7,"1,023,810",1,Equity,,,U.S.,Transportation,,,
IYW,iShares Dow Jones U.S. Technology Index Fund,Dow Jones U.S. Technology Index,The index measures the performance of the technology sector of the U.S. equity market.,Technology Equities,iShares,0.4800%,$0.08,0.600%,"$1,259.1",23,"400,713",1,Equity,,,U.S.,Technology,,,
IYY,iShares Dow Jones U.S. Total Market Index Fund,Dow Jones U.S. Index,The index measures the performance of the U.S. equity broad markets.,All Cap Equities,iShares,0.200%,$0.23,1.6700%,$538.4,10,"83,080",1,Equity,Multi-Cap,Blend,U.S.,,,,
IYZ,iShares Dow Jones U.S. Telecommunications Index Fund,Dow Jones U.S. Select Telecommunications Index,"The Index measures the performance of the Telecommunications sector of the U.S. Equity market, including fixed-line communications and wireless communications",Communications Equities,iShares,0.4800%,$0.2,3.9200%,$524.81,27,"597,624",1,Equity,,,U.S.,Communications,,,
JCO,Contrarian Opportunities Index Fund,Dow Jones U.S. Contrarian Opportunities Index,The index follows a rules-based methodology to select stocks in a manner that would be considered consistent with a contrarian investment strategy. The index is an equal weighted index consisting of 125 U.S. securities.,All Cap Equities,Javelin Funds,0.5800%,$0,0%,$3.19,0,"2,531",0,Equity,Multi-Cap,,U.S.,,,,
JEM,Barclays GEMS Index ETN,Barclays Capital Global Emerging Markets Strategy (GEMS) Index,"The Barclays Capital Global Emerging Markets Strategy (GEMS) Index is based on investing in 1-month synthetic money market deposits. The Barclays Capital GEMS Index is a global index that measures the total return of the GEMS strategy applied to 15 diversified Emerging Markets currencies. The global index is formed by adding three regional sub-indices: Eastern Europe, Middle East and Africa, Latin America and Asia.",Currency,Barclays iPath,0.8900%,$0.08,0%,$3.64,0,565,0,Currency,,,,,,,
JFT,KEYnotes First Trust Enh 130/30 LgCp ETN,First Trust Enhanced 130/30 Large Cap Index,"The Index is a modified equal-weighted total return index consisting of securities that have been selected from a broad universe of the 2,500 largest U.S. exchange-listed stocks pursuant to a quantitative selection process.",Long-Short,First Trust,0.9500%,$0,0%,$1.32,0,"1,581",1,Equity,Large-Cap,Blend,U.S.,,,,
JJA,iPath DJ-AIG Agriculture Total Return Sub-IndexSM,Dow Jones-UBS Agriculture Subindex Total Return,The Index is currently composed of seven futures contracts on agricultural commodities traded on U.S. exchanges.,Agricultural Commodities,Barclays iPath,0.7500%,$0,0%,$72.76,2,"11,445",0,Commodity,,,,,,,
JJC,iPath DJ-AIG Copper Total Return Sub-IndexSM ETN,Dow Jones-UBS Copper Subindex Total Return,"The index includes the contract in the Dow Jones-UBS Commodity Index Total Return that relates to a single commodity, copper (currently the Copper High Grade futures contract traded on the COMEX).",Metals,Barclays iPath,0.7500%,$0,0%,$105.49,3,"116,422",1,Commodity,,,,,,,
JJE,iPath DJ-AIG Energy Total Return Sub-IndexSM ETN,Dow Jones-UBS Energy Subindex Total Return,"The Index is currently composed of four energy-related commodities contracts (crude oil, heating oil, natural gas and unleaded gasoline) traded on U.S. exchanges.",Oil & Gas,Barclays iPath,0.7500%,$0,0%,$22.58,1,"16,030",1,Commodity,,,,,,,
JJG,iPath DJ-AIG Grains Total Return Sub-IndexSM ETN,Dow Jones-UBS Grains Subindex Total Return,The Index is currently composed of three futures contracts on grains traded on U.S. exchanges.,Agricultural Commodities,Barclays iPath,0.7500%,$0,0%,$107.75,3,"57,873",0,Commodity,,,,,,,
JJM,iPath DJ-AIG Industrial Metals Total Return Sub-Index ETN,Dow Jones-UBS Industrial Metals Subindex Total Return,"The Index is currently composed of four futures contracts on industrial metals, three of which (aluminum, nickel and zinc) are traded on the London Metal Exchange and the other of which (copper) is traded on the COMEX division of the New York Mercantile Exchange.",Metals,Barclays iPath,0.7500%,$0,0%,$48.01,1,"23,866",1,Commodity,,,,,,,
JJN,iPath DJ-AIG Nickel Total Return Sub-IndexSM ETN,Dow Jones-UBS Nickel Subindex Total Return,The index includes the contract in the Dow Jones-UBS Commodity Index Total Return that relates to a single commodity,Metals,Barclays iPath,0.7500%,$0,0%,$17.47,1,"21,875",1,Commodity,,,,,,,
JJP,iPath Dow Jones-AIG Precious Metals Total Return Sub-IndexSM ETN,Dow Jones-UBS Precious Metals Subindex Total Return,The Dow Jones-UBS Precious Metals Subindex Total Return is a multiple-commodity sub-index consisting of the contracts included in the Dow Jones-UBS Commodity Index Total Return related to precious metals. Contracts for two commodities are currently included in the Dow Jones-UBS Precious Metals Subindex Total Return: gold and silver.,Precious Metals,Barclays iPath,0.7500%,$0,0%,$9.4,0,"2,929",0,Commodity,,,,,,,
JJS,iPath Dow Jones-AIG Softs Total Return Sub-IndexSM ETN,Dow Jones-UBS Softs Subindex Total Return,"The Dow Jones-UBS Softs Subindex Total Return is a multiple-commodity sub-index consisting of the contracts included in the Dow Jones-UBS Commodity Index Total Return related to soft products. Contracts for three commodities are currently included in the Dow Jones-UBS Softs Subindex Total Return: coffee, cotton and sugar.",Commodities,Barclays iPath,0.7500%,$0,0%,$4.65,0,"2,575",0,Commodity,,,,,,,
JJT,iPath Dow Jones-AIG Tin Total Return Sub-IndexSM ETN,Dow Jones-UBS Tin Subindex Total Return,The Dow Jones-UBS Tin Subindex Total Return is a single-commodity sub-index currently consisting of one futures contract on the commodity of tin.,Commodities,Barclays iPath,0.7500%,$0,0%,$8.07,0,"4,260",1,Commodity,,,,,,,
JJU,iPath Dow Jones-AIG Aluminum Total Return Sub-IndexSM ETN,Dow Jones-UBS Aluminum Subindex Total Return,The Dow Jones-UBS Aluminum Subindex Total Return is a single-commodity sub-index currently consisting of one futures contract on the commodity of aluminum.,Metals,Barclays iPath,0.7500%,$0,0%,$14.89,1,"15,657",1,Commodity,,,,,,,
JKD,iShares Morningstar Large Core Index Fund,Morningstar Large Core Index,The index measures the performance of large cap stocks that have exhibited average growth and value characteristics.,Large Cap Blend Equities,iShares,0.200%,$0.3,2.0300%,$236.09,4,"21,425",1,Equity,Large-Cap,Blend,U.S.,,,,
JKE,iShares Morningstar Large Growth Index Fund,Morningstar Large Growth Index,The index measures the performance of large cap stocks that have exhibited above-average growth characteristics.,Large Cap Growth Equities,iShares,0.2500%,$0.12,0.5100%,$373.53,7,"51,249",1,Equity,Large-Cap,Growth,U.S.,,,,
JKF,iShares Morningstar Large Value Index Fund,Morningstar Large Value Index,The index measures the performance of large cap stocks that have exhibited above-average value characteristics.,Large Cap Value Equities,iShares,0.2500%,$0.37,5.2700%,$185.36,4,"24,063",1,Equity,Large-Cap,Value,U.S.,,,,
JKG,iShares Morningstar Mid Core Index Fund,Morningstar Mid Core Index,The index measures the performance of mid cap stocks that have exhibited average growth and value characteristics.,Mid Cap Blend Equities,iShares,0.2500%,$0.18,0.6600%,$110.34,2,"10,634",1,Equity,Mid-Cap,Blend,U.S.,,,,
JKH,iShares Morningstar Mid Growth Index Fund,Morningstar Mid Growth Index,The index measures the performance of mid cap stocks that have exhibited above-average growth characteristics.,Mid Cap Growth Equities,iShares,0.300%,$0.04,0.5500%,$150.79,2,"23,598",1,Equity,Mid-Cap,Growth,U.S.,,,,
JKI,iShares Morningstar Mid Value Index Fund,Morningstar Mid Value Index,The index measures the performance of mid cap stocks that have exhibited above-average value characteristics.,Mid Cap Value Equities,iShares,0.300%,$0.34,2.3100%,$111.75,2,"15,321",1,Equity,Mid-Cap,Value,U.S.,,,,
JKJ,iShares Morningstar Small Core Index Fund,Morningstar Small Core Index,The index measures the performance of small cap stocks that have exhibited average growth and value characteristics.,Small Cap Blend Equities,iShares,0.2500%,$0.09,0.6500%,$165.44,2,"36,773",1,Equity,Small-Cap,Blend,U.S.,,,,
JKK,iShares Morningstar Small Growth Index Fund,Morningstar Small Growth Index,The index measures the performance of small cap stocks that have exhibited above-average growth characteristics.,Small Cap Growth Equities,iShares,0.300%,$0,0.1300%,$72.32,1,"17,413",1,Equity,Small-Cap,Growth,U.S.,,,,
JKL,iShares Morningstar Small Value Index Fund,Morningstar Small Value Index,The index measures the performance of small cap stocks that have exhibited above-average value characteristics.,Small Cap Value Equities,iShares,0.300%,$0.27,1.3100%,$171.7,3,"35,595",1,Equity,Small-Cap,Value,U.S.,,,,
